post_id,blog_id
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,3
238,3
239,3
240,3
241,3
242,3
243,3
244,3
245,3
246,3
247,3
248,3
249,3
250,4
251,4
252,4
253,5
254,5
255,5
256,5
257,6
258,6
259,6
260,6
261,6
262,6
263,6
264,6
265,6
266,6
267,6
268,7
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,7
281,7
282,8
283,8
284,8
285,8
286,8
287,8
288,8
289,8
290,8
291,8
292,8
293,8
294,8
295,9
296,9
297,9
298,9
299,9
300,9
301,9
302,9
303,9
304,9
305,9
306,9
307,9
308,9
309,9
310,9
311,9
312,9
313,9
314,9
315,9
316,9
317,9
318,10
319,10
320,11
321,11
322,11
323,11
324,12
325,12
326,13
327,13
328,14
329,14
330,14
331,14
332,14
333,14
334,14
335,14
336,14
337,14
338,14
339,14
340,14
341,14
342,14
343,14
344,14
345,14
346,14
347,14
348,14
349,14
350,14
351,14
352,14
353,14
354,14
355,14
356,14
357,14
358,14
359,14
360,14
361,14
362,14
363,14
364,14
365,14
366,14
367,14
368,14
369,14
370,14
371,14
372,14
373,14
374,14
375,14
376,14
377,14
378,14
379,14
380,14
381,14
382,14
383,14
384,14
385,14
386,14
387,14
388,14
389,14
390,14
391,14
392,14
393,14
394,14
395,14
396,14
397,14
398,14
399,14
400,14
401,14
402,14
403,14
404,14
405,14
406,14
407,14
408,14
409,14
410,14
411,14
412,14
413,14
414,14
415,14
416,14
417,14
418,14
419,14
420,14
421,14
422,14
423,14
424,14
425,14
426,14
427,14
428,14
429,14
430,14
431,14
432,14
433,14
434,14
435,14
436,14
437,14
438,14
439,14
440,14
441,14
442,14
443,14
444,14
445,14
446,14
447,14
448,14
449,14
450,14
451,14
452,14
453,14
454,14
455,14
456,14
457,14
458,14
459,14
460,14
461,14
462,14
463,14
464,14
465,14
466,14
467,14
468,14
469,14
470,14
471,15
472,15
473,15
474,15
475,15
476,15
477,15
478,15
479,15
480,15
481,15
482,16
483,16
484,16
485,16
486,16
487,17
488,17
489,17
490,17
491,17
492,17
493,17
494,17
495,17
496,17
497,17
498,17
499,17
500,17
501,17
502,17
503,17
504,17
505,17
506,17
507,17
508,17
509,17
510,17
511,17
512,17
513,17
514,17
515,17
516,17
517,17
518,17
519,17
520,17
521,17
522,17
523,17
524,17
525,17
526,17
527,17
528,17
529,17
530,17
531,17
532,17
533,17
534,17
535,17
536,17
537,17
538,17
539,17
540,17
541,17
542,17
543,17
544,17
545,17
546,17
547,17
548,17
549,17
550,17
551,17
552,17
553,17
554,17
555,17
556,17
557,17
558,17
559,17
560,17
561,17
562,17
563,17
564,17
565,17
566,17
567,17
568,17
569,17
570,17
571,17
572,17
573,17
574,17
575,17
576,17
577,17
578,17
579,17
580,17
581,17
582,17
583,17
584,17
585,17
586,17
587,17
588,17
589,17
590,17
591,17
592,17
593,17
594,17
595,17
596,17
597,17
598,17
599,17
600,17
601,17
602,17
603,17
604,17
605,17
606,17
607,17
608,17
609,17
610,17
611,17
612,17
613,17
614,17
615,17
616,17
617,17
618,17
619,17
620,17
621,17
622,17
623,17
624,17
625,17
626,17
627,17
628,17
629,17
630,17
631,17
632,17
633,17
634,17
635,17
636,17
637,17
638,17
639,17
640,17
641,17
642,17
643,17
644,17
645,17
646,17
647,17
648,17
649,17
650,17
651,17
652,17
653,17
654,17
655,17
656,17
657,17
658,17
659,17
660,17
661,17
662,17
663,17
664,17
665,17
666,17
667,17
668,17
669,17
670,17
671,17
672,17
673,17
674,17
675,17
676,17
677,17
678,17
679,17
680,17
681,17
682,17
683,17
684,17
685,17
686,17
687,17
688,17
689,17
690,17
691,17
692,17
693,17
694,17
695,17
696,17
697,17
698,17
699,17
700,17
701,17
702,17
703,17
704,17
705,17
706,18
707,19
708,19
709,19
710,19
711,20
712,20
713,20
714,20
715,20
716,20
717,21
718,21
719,21
720,21
721,21
722,21
723,21
724,21
725,22
726,22
727,22
728,22
729,22
730,22
731,22
732,22
733,22
734,24
735,24
736,24
737,24
738,24
739,25
740,25
741,25
742,25
743,25
744,25
745,25
746,25
747,25
748,25
749,25
750,25
751,25
752,25
753,25
754,25
755,25
756,25
757,25
758,25
759,25
760,25
761,25
762,25
763,26
764,26
765,26
766,26
767,26
768,26
769,26
770,26
771,26
772,26
773,26
774,26
775,26
776,26
777,26
778,26
779,26
780,26
781,26
782,26
783,26
784,26
785,26
786,26
787,26
788,26
789,26
790,26
791,26
792,26
793,26
794,26
795,26
796,26
797,26
798,26
799,26
800,26
801,26
802,26
803,26
804,26
805,26
806,26
807,26
808,26
809,26
810,26
811,26
812,26
813,26
814,26
815,26
816,26
817,26
818,26
819,26
820,26
821,26
822,26
823,26
824,26
825,27
826,27
827,28
828,28
829,28
830,28
831,28
832,28
833,28
834,28
835,28
836,28
837,28
838,28
839,28
840,28
841,28
842,28
843,28
844,28
845,29
846,29
847,29
848,29
849,29
850,30
851,30
852,30
853,31
854,31
855,31
856,32
857,32
858,33
859,33
860,33
861,33
862,33
863,33
864,33
865,33
866,33
867,33
868,33
869,33
870,33
871,33
872,33
873,33
874,33
875,33
876,33
877,33
878,33
879,33
880,33
881,34
882,34
883,34
884,35
885,35
886,35
887,35
888,35
889,35
890,35
891,35
892,35
893,35
894,35
895,35
896,35
897,35
898,35
899,35
900,35
901,35
902,35
903,35
904,35
905,35
906,35
907,35
908,35
909,35
910,35
911,35
912,35
913,35
914,35
915,35
916,35
917,35
918,35
919,35
920,35
921,35
922,35
923,35
924,35
925,35
926,35
927,35
928,35
929,35
930,35
931,35
932,35
933,35
934,35
935,35
936,35
937,35
938,35
939,35
940,35
941,35
942,35
943,35
944,35
945,35
946,35
947,35
948,35
949,35
950,35
951,35
952,35
953,35
954,35
955,35
956,35
957,35
958,35
959,35
960,35
961,35
962,35
963,35
964,35
965,35
966,35
967,35
968,35
969,35
970,35
971,35
972,35
973,35
974,35
975,35
976,35
977,35
978,35
979,35
980,35
981,35
982,35
983,35
984,35
985,35
986,35
987,35
988,35
989,35
990,35
991,35
992,35
993,35
994,35
995,35
996,35
997,35
998,35
999,35
1000,35
1001,35
1002,35
1003,35
1004,35
1005,35
1006,35
1007,35
1008,35
1009,35
1010,35
1011,35
1012,35
1013,35
1014,35
1015,35
1016,35
1017,35
1018,35
1019,35
1020,35
1021,35
1022,35
1023,35
1024,35
1025,35
1026,35
1027,35
1028,35
1029,35
1030,35
1031,35
1032,35
1033,35
1034,35
1035,35
1036,35
1037,35
1038,35
1039,35
1040,35
1041,35
1042,35
1043,35
1044,35
1045,35
1046,35
1047,35
1048,35
1049,35
1050,35
1051,35
1052,35
1053,35
1054,35
1055,35
1056,35
1057,35
1058,35
1059,35
1060,35
1061,35
1062,35
1063,35
1064,35
1065,35
1066,36
1067,36
1068,37
1069,37
1070,37
1071,37
1072,37
1073,37
1074,37
1075,37
1076,37
1077,37
1078,37
1079,37
1080,37
1081,37
1082,37
1083,37
1084,37
1085,37
1086,37
1087,37
1088,37
1089,37
1090,37
1091,37
1092,37
1093,37
1094,37
1095,37
1096,37
1097,37
1098,37
1099,37
1100,37
1101,37
1102,37
1103,37
1104,37
1105,37
1106,38
1107,38
1108,38
1109,38
1110,38
1111,38
1112,38
1113,38
1114,38
1115,39
1116,39
1117,39
1118,39
1119,39
1120,39
1121,39
1122,39
1123,39
1124,39
1125,39
1126,39
1127,39
1128,39
1129,39
1130,39
1131,39
1132,39
1133,39
1134,39
1135,39
1136,39
1137,39
1138,39
1139,39
1140,39
1141,39
1142,40
1143,40
1144,40
1145,40
1146,40
1147,40
1148,40
1149,40
1150,40
1151,40
1152,40
1153,40
1154,40
1155,40
1156,40
1157,40
1158,40
1159,40
1160,40
1161,40
1162,40
1163,40
1164,40
1165,41
1166,41
1167,41
1168,41
1169,41
1170,41
1171,41
1172,41
1173,41
1174,42
1175,42
1176,42
1177,42
1178,42
1179,42
1180,43
1181,43
1182,43
1183,44
1184,44
1185,44
1186,44
1187,44
1188,45
1189,45
1190,45
1191,45
1192,45
1193,45
1194,45
1195,45
1196,45
1197,45
1198,45
1199,45
1200,45
1201,45
1202,45
1203,45
1204,45
1205,45
1206,45
1207,45
1208,45
1209,45
1210,45
1211,45
1212,45
1213,45
1214,45
1215,45
1216,45
1217,45
1218,45
1219,45
1220,45
1221,45
1222,45
1223,45
1224,45
1225,45
1226,45
1227,45
1228,45
1229,45
1230,45
1231,45
1232,45
1233,45
1234,45
1235,45
1236,46
1237,46
1238,46
1239,47
1240,47
1241,47
1242,47
1243,47
1244,47
1245,47
1246,47
1247,47
1248,47
1249,47
1250,47
1251,47
1252,48
1253,48
1254,48
1255,48
1256,48
1257,48
1258,48
1259,48
1260,48
1261,48
1262,48
1263,48
1264,48
1265,48
1266,48
1267,48
1268,48
1269,48
1270,48
1271,48
1272,48
1273,48
1274,48
1275,49
1276,49
1277,49
1278,49
1279,49
1280,49
1281,49
1282,49
1283,50
1284,50
1285,50
1286,50
1287,50
1288,50
1289,50
1290,50
1291,50
1292,50
1293,50
1294,50
1295,50
1296,51
1297,51
1298,51
1299,51
1300,51
1301,51
1302,51
1303,51
1304,51
1305,51
1306,51
1307,51
1308,51
1309,51
1310,51
1311,51
1312,51
1313,51
1314,51
1315,51
1316,51
1317,51
1318,51
1319,51
1320,51
1321,51
1322,51
1323,51
1324,51
1325,51
1326,51
1327,51
1328,51
1329,51
1330,51
1331,51
1332,51
1333,51
1334,51
1335,51
1336,51
1337,51
1338,51
1339,51
1340,51
1341,51
1342,51
1343,51
1344,51
1345,51
1346,51
1347,51
1348,51
1349,51
1350,51
1351,51
1352,51
1353,51
1354,51
1355,51
1356,51
1357,51
1358,51
1359,51
1360,51
1361,51
1362,51
1363,51
1364,51
1365,51
1366,51
1367,51
1368,51
1369,51
1370,51
1371,51
1372,51
1373,51
1374,51
1375,51
1376,51
1377,51
1378,51
1379,51
1380,51
1381,51
1382,51
1383,51
1384,51
1385,51
1386,51
1387,51
1388,51
1389,51
1390,51
1391,51
1392,51
1393,51
1394,51
1395,51
1396,51
1397,52
1398,52
1399,52
1400,52
1401,52
1402,52
1403,52
1404,52
1405,52
1406,52
1407,53
1408,53
1409,53
1410,53
1411,53
1412,53
1413,53
1414,53
1415,53
1416,53
1417,53
1418,53
1419,53
1420,53
1421,53
1422,53
1423,53
1424,53
1425,53
1426,53
1427,54
1428,54
1429,54
1430,54
1431,54
1432,54
1433,54
1434,54
1435,54
1436,54
1437,54
1438,54
1439,54
1440,54
1441,54
1442,54
1443,54
1444,54
1445,54
1446,54
1447,54
1448,54
1449,54
1450,54
1451,55
1452,55
1453,55
1454,55
1455,55
1456,55
1457,55
1458,55
1459,55
1460,56
1461,56
1462,56
1463,56
1464,56
1465,56
1466,56
1467,56
1468,56
1469,56
1470,56
1471,56
1472,56
1473,56
1474,56
1475,56
1476,56
1477,56
1478,56
1479,56
1480,56
1481,56
1482,56
1483,56
1484,56
1485,56
1486,56
1487,56
1488,56
1489,56
1490,56
1491,56
1492,56
1493,56
1494,56
1495,56
1496,56
1497,56
1498,56
1499,56
1500,56
1501,56
1502,56
1503,56
1504,56
1505,56
1506,56
1507,56
1508,56
1509,56
1510,56
1511,56
1512,56
1513,56
1514,56
1515,56
1516,56
1517,56
1518,56
1519,56
1520,56
1521,56
1522,56
1523,56
1524,56
1525,56
1526,56
1527,56
1528,56
1529,56
1530,56
1531,56
1532,56
1533,56
1534,56
1535,56
1536,56
1537,56
1538,56
1539,56
1540,56
1541,56
1542,56
1543,56
1544,56
1545,56
1546,56
1547,56
1548,56
1549,56
1550,56
1551,56
1552,56
1553,56
1554,56
1555,56
1556,56
1557,56
1558,56
1559,56
1560,56
1561,56
1562,56
1563,56
1564,56
1565,56
1566,56
1567,56
1568,56
1569,56
1570,56
1571,56
1572,56
1573,56
1574,56
1575,56
1576,56
1577,56
1578,56
1579,56
1580,56
1581,56
1582,56
1583,56
1584,56
1585,56
1586,56
1587,56
1588,56
1589,56
1590,56
1591,56
1592,56
1593,56
1594,56
1595,56
1596,56
1597,56
1598,56
1599,56
1600,56
1601,56
1602,56
1603,56
1604,56
1605,56
1606,56
1607,56
1608,56
1609,56
1610,56
1611,56
1612,56
1613,56
1614,56
1615,56
1616,56
1617,56
1618,56
1619,56
1620,56
1621,56
1622,56
1623,56
1624,56
1625,56
1626,56
1627,56
1628,56
1629,56
1630,56
1631,56
1632,56
1633,56
1634,56
1635,56
1636,56
1637,56
1638,56
1639,56
1640,56
1641,56
1642,56
1643,56
1644,56
1645,56
1646,56
1647,56
1648,56
1649,56
1650,56
1651,56
1652,56
1653,56
1654,56
1655,56
1656,56
1657,56
1658,56
1659,56
1660,57
1661,57
1662,57
1663,57
1664,57
1665,57
1666,57
1667,57
1668,57
1669,57
1670,57
1671,57
1672,57
1673,57
1674,57
1675,57
1676,57
1677,57
1678,57
1679,58
1680,58
1681,58
1682,58
1683,58
1684,58
1685,58
1686,58
1687,58
1688,58
1689,58
1690,58
1691,58
1692,58
1693,58
1694,58
1695,58
1696,58
1697,58
1698,58
1699,58
1700,58
1701,58
1702,58
1703,58
1704,58
1705,58
1706,59
1707,59
1708,59
1709,59
1710,59
1711,59
1712,59
1713,59
1714,59
1715,59
1716,59
1717,59
1718,60
1719,60
1720,60
1721,61
1722,61
1723,61
1724,61
1725,61
1726,61
1727,61
1728,61
1729,61
1730,61
1731,62
1732,63
1733,64
1734,64
1735,64
1736,64
1737,64
1738,64
1739,64
1740,64
1741,64
1742,64
1743,64
1744,64
1745,64
1746,64
1747,64
1748,64
1749,64
1750,64
1751,64
1752,64
1753,65
1754,66
1755,66
1756,66
1757,66
1758,66
1759,66
1760,66
1761,66
1762,66
1763,66
1764,67
1765,67
1766,67
1767,67
1768,67
1769,67
1770,67
1771,67
1772,67
1773,67
1774,67
1775,67
1776,67
1777,67
1778,67
1779,67
1780,67
1781,67
1782,67
1783,67
1784,67
1785,67
1786,67
1787,67
1788,67
1789,67
1790,67
1791,67
1792,67
1793,67
1794,67
1795,67
1796,67
1797,67
1798,67
1799,67
1800,67
1801,67
1802,67
1803,67
1804,67
1805,67
1806,67
1807,68
1808,68
1809,68
1810,69
1811,69
1812,69
1813,69
1814,69
1815,69
1816,69
1817,69
1818,69
1819,69
1820,69
1821,69
1822,69
1823,69
1824,69
1825,69
1826,69
1827,69
1828,69
1829,69
1830,69
1831,69
1832,69
1833,69
1834,69
1835,69
1836,69
1837,69
1838,69
1839,69
1840,69
1841,69
1842,69
1843,69
1844,69
1845,69
1846,69
1847,69
1848,69
1849,69
1850,69
1851,69
1852,69
1853,69
1854,69
1855,69
1856,69
1857,69
1858,69
1859,69
1860,70
1861,70
1862,70
1863,70
1864,70
1865,71
1866,71
1867,71
1868,71
1869,71
1870,71
1871,71
1872,71
1873,71
1874,71
1875,71
1876,71
1877,71
1878,71
1879,71
1880,71
1881,71
1882,71
1883,71
1884,71
1885,71
1886,71
1887,71
1888,72
1889,72
1890,72
1891,72
1892,72
1893,72
1894,72
1895,72
1896,72
1897,72
1898,72
1899,72
1900,72
1901,72
1902,72
1903,72
1904,72
1905,73
1906,73
1907,73
1908,73
1909,73
1910,73
1911,73
1912,73
1913,73
1914,73
1915,73
1916,73
1917,73
1918,73
1919,73
1920,74
1921,74
1922,74
1923,74
1924,74
1925,74
1926,74
1927,74
1928,74
1929,74
1930,74
1931,74
1932,74
1933,74
1934,74
1935,74
1936,74
1937,74
1938,74
1939,74
1940,74
1941,74
1942,74
1943,74
1944,74
1945,74
1946,74
1947,74
1948,74
1949,74
1950,74
1951,74
1952,74
1953,74
1954,74
1955,74
1956,74
1957,74
1958,74
1959,74
1960,74
1961,74
1962,74
1963,74
1964,74
1965,74
1966,74
1967,74
1968,74
1969,74
1970,74
1971,74
1972,74
1973,74
1974,74
1975,74
1976,74
1977,74
1978,74
1979,74
1980,74
1981,74
1982,74
1983,74
1984,74
1985,74
1986,74
1987,74
1988,74
1989,74
1990,74
1991,74
1992,75
1993,75
1994,75
1995,75
1996,75
1997,75
1998,75
1999,75
2000,75
2001,75
2002,75
2003,75
2004,75
2005,75
2006,75
2007,75
2008,76
2009,76
2010,76
2011,76
2012,76
2013,76
2014,76
2015,76
2016,76
2017,76
2018,76
2019,76
2020,76
2021,76
2022,76
2023,76
2024,76
2025,76
2026,76
2027,76
2028,76
2029,76
2030,76
2031,76
2032,76
2033,76
2034,76
2035,76
2036,76
2037,76
2038,76
2039,76
2040,76
2041,76
2042,76
2043,76
2044,76
2045,76
2046,76
2047,76
2048,76
2049,76
2050,76
2051,76
2052,76
2053,76
2054,76
2055,76
2056,76
2057,76
2058,76
2059,76
2060,76
2061,76
2062,76
2063,76
2064,76
2065,76
2066,76
2067,76
2068,76
2069,76
2070,76
2071,76
2072,76
2073,76
2074,76
2075,76
2076,76
2077,76
2078,76
2079,76
2080,76
2081,76
2082,76
2083,76
2084,76
2085,76
2086,77
2087,77
2088,77
2089,77
2090,77
2091,77
2092,77
2093,77
2094,77
2095,77
2096,77
2097,77
2098,77
2099,78
2100,78
2101,78
2102,78
2103,78
2104,78
2105,78
2106,78
2107,78
2108,78
2109,78
2110,79
2111,79
2112,79
2113,79
2114,79
2115,79
2116,79
2117,79
2118,79
2119,79
2120,79
2121,79
2122,79
2123,80
2124,80
2125,80
2126,80
2127,80
2128,80
2129,80
2130,80
2131,80
2132,80
2133,80
2134,80
2135,80
2136,80
2137,80
2138,80
2139,81
2140,81
2141,81
2142,81
2143,81
2144,81
2145,81
2146,81
2147,82
2148,82
2149,83
2150,83
2151,83
2152,83
2153,83
2154,83
2155,84
2156,84
2157,85
2158,85
2159,85
2160,86
2161,86
2162,86
2163,86
2164,86
2165,86
2166,86
2167,86
2168,86
2169,86
2170,86
2171,86
2172,86
2173,86
2174,86
2175,86
2176,86
2177,86
2178,86
2179,86
2180,87
2181,87
2182,87
2183,87
2184,87
2185,87
2186,87
2187,87
2188,87
2189,87
2190,87
2191,87
2192,87
2193,87
2194,87
2195,87
2196,87
2197,87
2198,88
2199,88
2200,88
2201,88
2202,88
2203,88
2204,88
2205,88
2206,88
2207,88
2208,88
2209,88
2210,88
2211,88
2212,88
2213,88
2214,88
2215,88
2216,88
2217,88
2218,88
2219,88
2220,88
2221,88
2222,88
2223,88
2224,88
2225,88
2226,88
2227,88
2228,88
2229,88
2230,89
2231,89
2232,89
2233,89
2234,89
2235,89
2236,89
2237,89
2238,89
2239,89
2240,89
2241,89
2242,89
2243,89
2244,89
2245,90
2246,90
2247,90
2248,90
2249,90
2250,91
2251,92
2252,92
2253,92
2254,92
2255,92
2256,93
2257,93
2258,93
2259,94
2260,94
2261,94
2262,94
2263,94
2264,94
2265,94
2266,94
2267,94
2268,94
2269,94
2270,94
2271,94
2272,94
2273,94
2274,94
2275,94
2276,94
2277,94
2278,94
2279,94
2280,94
2281,94
2282,94
2283,94
2284,94
2285,94
2286,94
2287,94
2288,94
2289,94
2290,94
2291,94
2292,94
2293,94
2294,94
2295,94
2296,94
2297,94
2298,94
2299,94
2300,94
2301,94
2302,94
2303,94
2304,94
2305,94
2306,94
2307,94
2308,94
2309,94
2310,94
2311,94
2312,94
2313,94
2314,94
2315,94
2316,94
2317,94
2318,94
2319,94
2320,94
2321,94
2322,94
2323,94
2324,94
2325,94
2326,94
2327,94
2328,94
2329,94
2330,94
2331,94
2332,94
2333,94
2334,94
2335,94
2336,94
2337,94
2338,94
2339,94
2340,94
2341,94
2342,94
2343,94
2344,94
2345,94
2346,94
2347,94
2348,94
2349,94
2350,94
2351,94
2352,94
2353,94
2354,94
2355,94
2356,94
2357,94
2358,94
2359,94
2360,94
2361,94
2362,94
2363,94
2364,94
2365,94
2366,94
2367,94
2368,94
2369,94
2370,94
2371,94
2372,94
2373,94
2374,94
2375,94
2376,94
2377,94
2378,94
2379,94
2380,94
2381,94
2382,94
2383,94
2384,94
2385,94
2386,94
2387,94
2388,94
2389,94
2390,94
2391,94
2392,94
2393,94
2394,94
2395,94
2396,94
2397,94
2398,94
2399,94
2400,94
2401,94
2402,94
2403,95
2404,95
2405,95
2406,95
2407,95
2408,95
2409,95
2410,95
2411,95
2412,95
2413,95
2414,95
2415,95
2416,95
2417,95
2418,95
2419,95
2420,95
2421,95
2422,95
2423,95
2424,95
2425,95
2426,95
2427,95
2428,95
2429,95
2430,95
2431,95
2432,95
2433,95
2434,95
2435,95
2436,95
2437,96
2438,96
2439,96
2440,96
2441,96
2442,96
2443,96
2444,97
2445,97
2446,97
2447,97
2448,97
2449,97
2450,97
2451,98
2452,98
2453,98
2454,98
2455,98
2456,98
2457,98
2458,98
2459,99
2460,99
2461,99
2462,99
2463,99
2464,99
2465,99
2466,99
2467,99
2468,99
2469,99
2470,99
2471,99
2472,99
2473,99
2474,99
2475,99
2476,99
2477,99
2478,99
2479,99
2480,99
2481,99
2482,99
2483,99
2484,99
2485,99
2486,99
2487,99
2488,99
2489,99
2490,99
2491,99
